92008	A1	0	9
92009	S1	0	9
92010	C1	1802119	9
92012	A1	0	9
92013	S1	1802259	9
92015	S1	0	9
92016	Q1	0	9
92017	C1	1801917	9
92018	S1	0	9
92019	A1	0	9
92020	A1	0	9
92021	A1	0	9
92022	C1	1801923	9
92023	A1	0	9
92024	V1	0	9
92025	V1	1802232	9
92027	A1	0	9
92029	C1	1802122	9
92030	A1	0	9
92031	V1	0	9
92032	C1	0	9
92033	Q1	0	9
92034	C1	1802162	9
92035	A1	0	9
92036	V1	0	9
92038	C1	1802160	9
92039	S1	0	9
92040	V1	0	9
92041	Q1	0	9
92042	V1	0	9
92044	S1	0	9
92045	S1	0	9
92046	C1	0	9
92047	V1	1802223	9
92051	S1	0	9
92052	V1	0	9
92053	S1	1802224	1
92054	S1	1802249	9
92055	Q1	1802177	9
92056	Q1	0	9
92057	C1	1802190	9
92058	S1	0	9
92059	C1	0	9
92060	C1	0	9
92061	A1	0	9
92063	V1	0	9
92064	V1	0	9
92065	C1	0	9
92066	S1	0	9
92067	C1	1801917	9
92068	V1	0	9
92069	V1	0	9
92070	V1	0	9
92071	C1	1801919	9
92072	Q1	0	9
92073	S1	1801917	9
92074	V1	0	9
92075	A1	0	9
92076	C1	1802161	8
92077	C1	0	9
92078	V1	0	9
92079	S1	0	9
92083	S1	1802228	9
92084	A1	0	9
92085	V1	1802263	9
92086	C1	0	9
92087	S1	0	9
92088	S1	0	9
92090	S1	1802251	9
92092	S1	1802230	9
92093	A1	0	9
92094	A1	0	9
92095	S1	0	9
92096	V1	0	9
92097	C1	0	9
92098	Q1	0	9
92099	A1	1801874	9
92100	S1	0	9
92102	S1	1802196	9
92103	Q1	0	9
92104	S1	0	9
92105	V1	0	9
92106	C1	0	9
92107	V1	0	9
92108	V1	0	9
92109	C1	0	9
92110	V1	1802228	9
92111	A1	0	9
92112	S1	1802010	1
92113	S1	0	9
92114	C1	0	9
92115	S1	0	9
92116	C1	0	9
92117	Q1	0	9
92118	A1	0	9
92120	C1	1801979	9
92121	V1	0	9
92122	V1	0	9
92123	C1	0	9
92124	V1	0	9
92125	Q1	0	9
92126	S1	1802133	9
92127	A1	0	9
92128	A1	0	9
92129	C1	0	9
92130	S1	0	9
92131	Q1	1802165	9
92132	S1	0	9
92133	S1	0	9
92134	S1	0	9
92135	C1	1802210	9
92221	Q1	0	9
92222	S1	0	9
92223	A1	0	9
92224	S1	1802259	9
92225	S1	1802128	9
92226	V1	0	9
92227	V1	0	9
92228	C1	1802160	9
